序号,时间(s),电压,阻抗
1,0.105,2.697095270076073,7298.945313
2,0.231,2.7082038614471595,7299.219238
3,0.357,2.716988794621229,7296.679199
4,0.483,2.722378487780927,7300.649414
5,0.609,2.7242554297446953,7300.03125
6,0.735,2.7234834554486524,7295.272949
7,0.861,2.7216781945244133,7299.366211
8,0.987,2.7207420911315627,7301.156738
9,1.113,2.7222841842494105,7301.358398
10,1.239,2.727170699150117,7296.557617
11,1.365,2.7354133906168085,7298.412109
12,1.491,2.7463330119050595,7298.316895
13,1.617,2.7587077329442273,7300.446777
14,1.743,2.770722445336951,7301.178223
15,1.869,2.7798884309611513,7298.000977
16,1.995,2.783304386969838,7298.183594
17,2.121,2.778406553752314,7296.200684
18,2.247,2.7639102349924487,7298.825195
19,2.373,2.740452229270064,7297.307617
20,2.499,2.710675871532999,7297.415039
21,2.625,2.678864514743998,7303.870117
22,2.751,2.6503746945926516,7292.321777
23,2.877,2.6309812096124876,7297.672363
24,3.003,2.626036126981665,7299.144531
25,3.129,2.6393544543668277,7296.225098
26,3.255,2.6720353084808868,7305.391113
27,3.381,2.7217111153295717,7299.148926
28,3.507,2.782650590416887,7300.689453
29,3.633,2.8467436563406507,7299.584961
30,3.759,2.904994673921529,7298.411621
31,3.885,2.949036839795804,7297.30957
32,4.011,2.972379642869722,7298.987793
33,4.137,2.9713529356629818,7299.451172
34,4.263,2.9457327218613174,7296.22998
35,4.389,2.898879420779985,7298.47168
36,4.515,2.8372057423630896,7296.716309
37,4.641,2.7690350464883204,7296.084961
38,4.767,2.703190853218992,7293.741699
39,4.892,2.64771988506656,7303.068848
40,5.019,2.6089426383272585,7296.050781
41,5.145,2.5907283744426755,7296.387207
42,5.271,2.5938337555076267,7298.984863
43,5.396,2.615460813824787,7300.669434
44,5.523,2.649509617105377,7299.306641
45,5.648,2.6878160396997792,7295.816406
46,5.775,2.722053295836658,7296.668457
47,5.9,2.7455534119532516,7294.66748
48,6.026,2.7544447523050115,7299.615234
49,6.153,2.747982327386926,7299.376465
50,6.279,2.728324865464815,7293.787109
51,6.405,2.7000416462809946,7297.340332
52,6.531,2.669403822658251,7296.874023
53,6.657,2.643336457382737,7302.516113
54,6.783,2.628001974978059,7296.874023
55,6.909,2.627297997787224,7292.69043
56,7.034,2.6418104582438384,7297.871582
57,7.161,2.668679239723972,7298.515137
58,7.287,2.7023922223584433,7294.811523
59,7.413,2.73608364227553,7297.978027
60,7.538,2.7628318624234165,7300.328125
61,7.664,2.7766896006026798,7298.496582
62,7.79,2.7734451756741194,7298.134766
63,7.917,2.7512159241945824,7297.973145
64,8.042,2.710900125542373,7295.468262
65,8.169,2.6563536197662936,7297.896484
66,8.294,2.594068397483659,7297.064453
67,8.42,2.5322292279231053,7294.84082
68,8.546,2.4792658076904823,7296.841797
69,8.672,2.4422425950061455,7298.823242
70,8.798,2.4255116351129904,7300.128418
71,8.924,2.4299567077561455,7303.264648
72,9.05,2.452934735547436,7299.047363
73,9.176,2.4888275705720133,7297.723633
74,9.303,2.530073773897057,7297.928711
75,9.429,2.568588838374916,7298.307617
