序号,时间(s),电压(V)
1,0.02400000,-2.400000
2,0.02800000,-3.080000
3,0.03200000,-2.200000
4,0.03600000,-2.840000
5,0.04000000,-2.320000
6,0.04400000,-3.040000
7,0.04800000,-2.320000
8,0.05200000,-2.600000
9,0.05600000,-2.360000
10,0.06000000,-2.960000
11,0.06400000,-2.320000
12,0.06800000,-2.760000
13,0.07200000,-2.080000
14,0.07600000,-2.800000
15,0.08000000,-2.160000
16,0.08400000,-3.080000
17,0.08800000,-2.400000
18,0.09200000,-2.920000
19,0.09600000,-2.520000
20,0.10000000,-3.200000
21,0.10400000,-2.520000
22,0.10800000,-3.120000
23,0.11200000,-2.360000
24,0.11600000,-3.200000
25,0.12000000,-2.400000
26,0.12400000,-3.200000
27,0.12800000,-2.160000
28,0.13200000,-2.760000
29,0.13600000,-2.600000
30,0.14000000,-3.200000
31,0.14400000,-2.440000
32,0.14800000,-2.840000
33,0.15200000,-2.360000
34,0.15600000,-2.920000
35,0.16000000,-2.400000
36,0.16400000,-2.960000
37,0.16800000,-2.400000
38,0.17200000,-2.680000
39,0.17600000,-2.400000
40,0.18000000,-3.880000
41,0.18400000,-3.560000
42,0.18800000,-4.240000
43,0.19200000,-2.680000
44,0.19600000,-4.000000
45,0.20000000,-2.920000
46,0.20400000,-4.480000
47,0.20800000,-1.840000
48,0.21200000,-3.040000
49,0.21600000,-2.840000
50,0.22000000,-4.360000
51,0.22400000,-2.560000
52,0.22800000,-3.840000
53,0.23200000,-1.760000
54,0.23600000,-3.840000
55,0.24000000,-3.000000
56,0.24400000,-4.360000
57,0.24800000,-1.800000
58,0.25200000,-2.640000
59,0.25600000,-2.560000
60,0.26000000,-4.280000
61,0.26400000,-2.240000
62,0.26800000,-4.360000
63,0.27200000,-1.560000
64,0.27600000,-3.520000
65,0.28000000,-3.120000
66,0.28400000,-4.480000
67,0.28800000,-1.320000
68,0.29200000,-2.600000
69,0.29600000,-2.800000
70,0.30000000,-4.520000
71,0.30400000,-2.200000
72,0.30800000,-4.200000
73,0.31200000,-1.560000
74,0.31600000,-3.640000
75,0.32000000,-2.600000
76,0.32400000,-4.480000
77,0.32800000,-1.360000
78,0.33200000,-2.560000
79,0.33600000,-2.520000
80,0.34000000,-4.240000
81,0.34400000,-1.960000
82,0.34800000,-3.920000
83,0.35200000,-1.400000
84,0.35600000,-3.480000
85,0.36000000,-2.640000
86,0.36400000,-4.200000
87,0.36800000,-1.040000
88,0.37200000,-2.480000
89,0.37600000,-2.640000
90,0.38000000,-4.360000
91,0.38400000,-1.960000
92,0.38800000,-3.680000
93,0.39200000,-1.160000
94,0.39600000,-3.560000
95,0.40000000,-2.680000
96,0.40400000,-4.200000
97,0.40800000,-1.320000
98,0.41200000,-2.560000
99,0.41600000,-2.760000
100,0.42000000,-4.080000
101,0.42400000,-1.720000
102,0.42800000,-4.160000
103,0.43200000,-1.240000
104,0.43600000,-3.440000
105,0.44000000,-2.560000
106,0.44400000,-4.360000
107,0.44800000,-1.280000
108,0.45200000,-2.560000
109,0.45600000,-2.560000
110,0.46000000,-4.200000
111,0.46400000,-1.680000
112,0.46800000,-3.760000
113,0.47200000,-0.800000
114,0.47600000,-3.280000
115,0.48000000,-2.160000
116,0.48400000,-4.200000
117,0.48800000,-1.040000
118,0.49200000,-2.560000
119,0.49600000,-2.560000
120,0.50000000,-4.360000
121,0.50400000,-1.760000
122,0.50800000,-4.160000
123,0.51200000,-1.040000
124,0.51600000,-3.400000
125,0.52000000,-2.560000
126,0.52400000,-4.120000
127,0.52800000,-1.040000
128,0.53200000,-2.280000
129,0.53600000,-2.160000
130,0.54000000,-4.080000
131,0.54400000,-2.000000
132,0.54800000,-4.280000
133,0.55200000,-1.040000
134,0.55600000,-3.280000
135,0.56000000,-2.440000
136,0.56400000,-4.280000
137,0.56800000,-0.920000
138,0.57200000,-2.520000
139,0.57600000,-2.560000
140,0.58000000,-4.000000
141,0.58400000,-1.760000
142,0.58800000,-3.880000
143,0.59200000,-1.160000
144,0.59600000,-3.400000
145,0.60000000,-2.240000
146,0.60400000,-3.920000
147,0.60800000,-0.720000
148,0.61200000,-2.600000
149,0.61600000,-2.600000
150,0.62000000,-3.960000
151,0.62400000,-1.520000
152,0.62800000,-4.200000
153,0.63200000,-0.760000
154,0.63600000,-2.960000
155,0.64000000,-2.440000
156,0.64400000,-4.080000
157,0.64800000,-0.880000
158,0.65200000,-2.320000
159,0.65600000,-2.600000
160,0.66000000,-4.320000
161,0.66400000,-1.840000
162,0.66800000,-4.480000
163,0.67200000,-1.000000
164,0.67600000,-3.200000
165,0.68000000,-2.560000
166,0.68400000,-4.240000
167,0.68800000,-1.160000
168,0.69200000,-2.160000
169,0.69600000,-2.520000
170,0.70000000,-4.120000
171,0.70400000,-1.880000
172,0.70800000,-4.360000
173,0.71200000,-1.000000
174,0.71600000,-3.000000
175,0.72000000,-2.400000
176,0.72400000,-4.240000
177,0.72800000,-1.000000
178,0.73200000,-2.400000
179,0.73600000,-2.600000
180,0.74000000,-4.200000
181,0.74400000,-1.800000
182,0.74800000,-4.280000
183,0.75200000,-1.160000
184,0.75600000,-3.120000
185,0.76000000,-2.440000
186,0.76400000,-4.160000
187,0.76800000,-1.160000
188,0.77200000,-2.360000
189,0.77600000,-2.560000
190,0.78000000,-4.120000
191,0.78400000,-1.760000
192,0.78800000,-4.360000
193,0.79200000,-0.960000
194,0.79600000,-3.080000
195,0.80000000,-2.200000
196,0.80400000,-4.280000
197,0.80800000,-1.000000
198,0.81200000,-2.080000
199,0.81600000,-2.200000
200,0.82000000,-4.280000
201,0.82400000,-1.680000
202,0.82800000,-4.000000
203,0.83200000,-1.000000
204,0.83600000,-3.000000
205,0.84000000,-2.280000
206,0.84400000,-4.360000
207,0.84800000,-1.240000
208,0.85200000,-2.240000
209,0.85600000,-2.120000
210,0.86000000,-4.200000
211,0.86400000,-1.640000
212,0.86800000,-4.360000
213,0.87200000,-1.160000
214,0.87600000,-3.160000
215,0.88000000,-2.200000
216,0.88400000,-4.360000
217,0.88800000,-1.320000
218,0.89200000,-2.560000
219,0.89600000,-2.560000
220,0.90000000,-4.160000
221,0.90400000,-1.840000
222,0.90800000,-4.360000
223,0.91200000,-1.080000
224,0.91600000,-2.920000
225,0.92000000,-2.680000
226,0.92400000,-4.120000
227,0.92800000,-1.080000
228,0.93200000,-2.160000
229,0.93600000,-1.800000
230,0.94000000,-4.600000
231,0.94400000,-1.840000
232,0.94800000,-4.280000
233,0.95200000,-1.000000
234,0.95600000,-3.240000
235,0.96000000,-2.800000
236,0.96400000,-4.200000
237,0.96800000,-1.200000
238,0.97200000,-2.240000
239,0.97600000,-1.560000
240,0.98000000,-4.200000
241,0.98400000,-1.760000
242,0.98800000,-4.360000
243,0.99200000,-1.040000
244,0.99600000,-3.240000
245,1.00000000,-2.320000
246,1.00400000,-4.200000
247,1.00800000,-0.800000
248,1.01200000,-2.200000
249,1.01600000,-2.160000
250,1.02000000,-4.400000
251,1.02400000,-1.960000
252,1.02800000,-4.080000
253,1.03200000,-1.200000
254,1.03600000,-3.040000
255,1.04000000,-2.600000
256,1.04400000,-4.640000
257,1.04800000,-1.120000
258,1.05200000,-2.440000
259,1.05600000,-2.080000
260,1.06000000,-4.280000
261,1.06400000,-1.920000
262,1.06800000,-4.520000
263,1.07200000,-1.120000
264,1.07600000,-3.000000
265,1.08000000,-2.680000
266,1.08400000,-4.440000
267,1.08800000,-1.120000
268,1.09200000,-2.480000
269,1.09600000,-2.120000
270,1.10000000,-4.320000
271,1.10400000,-2.080000
272,1.10800000,-4.560000
273,1.11200000,-1.200000
274,1.11600000,-3.280000
275,1.12000000,-2.480000
276,1.12400000,-4.600000
277,1.12800000,-1.160000
278,1.13200000,-2.600000
279,1.13600000,-1.840000
280,1.14000000,-4.440000
281,1.14400000,-1.960000
