序号,时间(s),电压,阻抗
272,34.166,1.269013,7339.313965
273,34.293,1.268012,7336.995605
274,34.418,1.268137,7335.357422
275,34.544,1.267887,7338.574707
276,34.670,1.268212,7339.196289
277,34.796,1.267862,7335.885254
278,34.922,1.267787,7340.309082
279,35.048,1.268287,7342.437012
280,35.174,1.267612,7337.994629
281,35.301,1.268012,7339.223145
282,35.426,1.267687,7337.755859
283,35.552,1.268387,7336.972168
284,35.678,1.267862,7342.618652
285,35.804,1.267837,7337.410156
286,35.930,1.267912,7337.946289
287,36.056,1.267512,7339.464844
288,36.182,1.267487,7332.536133
289,36.309,1.267211,7338.834473
290,36.434,1.267912,7339.646973
291,36.560,1.267361,7340.915527
292,36.686,1.267962,7338.375488
293,36.812,1.267086,7341.691406
294,36.938,1.268037,7330.995117
295,37.064,1.267762,7338.651855
296,37.190,1.267612,7337.762695
297,37.316,1.267712,7336.294434
298,37.442,1.267737,7337.953125
299,37.568,1.268488,7336.661621
300,37.694,1.267837,7329.585938
301,37.820,1.267637,7335.757813
302,37.946,1.267687,7338.292480
303,38.072,1.267912,7336.214355
304,38.198,1.267737,7338.099121
305,38.324,1.267386,7339.076172
306,38.450,1.267687,7341.178711
307,38.576,1.267512,7336.165039
308,38.702,1.267937,7337.530762
309,38.828,1.267311,7335.916504
310,38.954,1.268062,7335.568359
311,39.080,1.268212,7338.412598
312,39.206,1.267887,7338.565430
313,39.332,1.268137,7335.781250
314,39.458,1.267712,7337.604492
315,39.584,1.267987,7339.280273
316,39.710,1.267987,7338.380371
317,39.836,1.268262,7340.165527
318,39.962,1.267787,7337.868652
319,40.088,1.268212,7336.129395
320,40.214,1.267887,7337.311523
321,40.340,1.267762,7340.243652
322,40.466,1.268012,7341.756348
323,40.592,1.267962,7340.222168
324,40.718,1.268112,7341.020996
325,40.844,1.267912,7336.045410
326,40.970,1.268137,7338.149902
327,41.096,1.268037,7341.225098
328,41.222,1.268062,7335.755859
329,41.348,1.267562,7338.029297
330,41.474,1.268187,7337.193848
331,41.600,1.267587,7336.575195
332,41.726,1.267962,7338.315430
333,41.852,1.268137,7336.516602
334,41.978,1.267912,7336.217773
335,42.104,1.267937,7336.371094
336,42.230,1.267662,7339.507324
337,42.356,1.267787,7336.939941
338,42.482,1.267662,7341.678223
339,42.608,1.267737,7336.902344
340,42.734,1.267862,7337.553711
341,42.860,1.267637,7337.473145
342,42.986,1.267612,7337.607422
343,43.112,1.267587,7340.000488
344,43.238,1.267862,7345.284180
345,43.363,1.267612,7335.941895
346,43.489,1.268087,7336.145996
347,43.616,1.267637,7336.655273
348,43.741,1.267937,7338.327637
349,43.868,1.267712,7333.434570
350,43.994,1.267687,7336.895508
351,44.120,1.267787,7337.583496
352,44.245,1.267787,7335.812988
353,44.372,1.267837,7335.281738
354,44.498,1.267261,7337.384277
355,44.623,1.267562,7335.210938
356,44.749,1.267361,7334.656738
357,44.876,1.267862,7336.855469
358,45.001,1.267036,7335.947266
359,45.128,1.267437,7336.015625
360,45.254,1.267111,7330.859375
361,45.380,1.267336,7334.853516
362,45.505,1.267887,7336.627441
363,45.632,1.267912,7337.811035
364,45.758,1.268087,7339.246582
365,45.883,1.267737,7335.647949
366,46.010,1.268488,7333.415527
367,46.135,1.267462,7335.596191
368,46.261,1.267937,7335.556641
369,46.387,1.268513,7335.305176
370,46.514,1.267787,7338.760254
371,46.639,1.267837,7335.717285
372,46.765,1.268112,7334.805664
373,46.892,1.267937,7336.092285
374,47.017,1.268062,7336.439941
375,47.143,1.267987,7336.667480
376,47.269,1.267787,7339.333008
377,47.395,1.268012,7339.443848
378,47.521,1.267437,7336.605469
379,47.647,1.268362,7338.298828
380,47.773,1.267562,7338.780273
381,47.899,1.268287,7338.946777
382,48.025,1.267937,7337.565918
383,48.151,1.267662,7335.856934
384,48.277,1.267587,7336.830566
385,48.403,1.267937,7335.395020
386,48.530,1.267487,7334.698242
387,48.655,1.267662,7332.393066
388,48.781,1.268012,7334.120605
389,48.907,1.267562,7334.404785
390,49.033,1.267787,7333.956055
391,49.159,1.267386,7338.576172
392,49.285,1.267787,7337.530273
393,49.411,1.267361,7337.713867
394,49.538,1.268137,7331.082520
395,49.663,1.267637,7337.218750
396,49.789,1.267962,7337.607910
397,49.915,1.267862,7336.822266
398,50.041,1.267537,7335.753418
399,50.167,1.267386,7334.458496
400,50.293,1.267812,7337.247559
401,50.419,1.268187,7335.272949
402,50.545,1.267286,7331.492188
403,50.671,1.267712,7333.458496
404,50.797,1.267962,7334.114258
405,50.923,1.268212,7335.989746
406,51.049,1.267637,7336.010254
407,51.175,1.268162,7335.914063
408,51.301,1.267937,7338.776855
409,51.427,1.267812,7339.789551
410,51.553,1.267812,7339.192871
411,51.679,1.268062,7337.356445
412,51.805,1.267937,7334.744629
413,51.931,1.267787,7336.905762
414,52.057,1.268137,7337.753418
415,52.183,1.267937,7334.844238
416,52.309,1.267937,7336.544922
417,52.435,1.268112,7337.138672
418,52.561,1.267937,7338.822266
419,52.687,1.267687,7338.927246
420,52.813,1.267987,7332.814941
421,52.939,1.267737,7338.927246
422,53.065,1.267887,7338.910156
423,53.191,1.268362,7338.596680
424,53.317,1.267687,7334.188477
425,53.443,1.267862,7333.279785
426,53.569,1.267462,7336.448242
427,53.695,1.267712,7338.658691
428,53.821,1.267587,7335.852051
429,53.947,1.267712,7335.987793
430,54.073,1.267386,7339.458008
431,54.199,1.267487,7337.967773
432,54.325,1.267637,7336.479492
433,54.451,1.267637,7338.662109
434,54.577,1.267687,7337.093750
435,54.703,1.267787,7335.383789
436,54.829,1.267962,7341.287109
437,54.955,1.267912,7336.643066
438,55.081,1.267612,7338.603027
439,55.207,1.267862,7335.700195
440,55.333,1.267812,7337.247070
441,55.459,1.267787,7337.379883
442,55.585,1.267812,7335.346191
443,55.711,1.267687,7334.469727
444,55.837,1.268062,7335.397949
445,55.963,1.268012,7335.658203
446,56.089,1.267762,7335.504395
447,56.215,1.267787,7332.848633
448,56.341,1.268438,7336.095215
449,56.467,1.267336,7336.628418
450,56.593,1.267837,7336.160645
451,56.719,1.268062,7336.145508
452,56.845,1.268162,7328.173828
453,56.971,1.267912,7335.512207
454,57.097,1.267962,7335.448242
455,57.223,1.267562,7334.575195
456,57.349,1.267762,7334.985840
457,57.475,1.268412,7339.649414
458,57.602,1.267912,7335.592285
459,57.727,1.268262,7336.855957
460,57.852,1.268187,7334.784180
461,57.979,1.267837,7338.497559
462,58.105,1.267587,7338.806641
463,58.230,1.267612,7333.524902
464,58.357,1.267762,7336.686035
465,58.483,1.268387,7338.539063
466,58.609,1.267787,7337.864258
467,58.735,1.267311,7335.443848
468,58.861,1.267612,7334.633301
469,58.986,1.267537,7334.045410
470,59.113,1.267512,7335.729004
471,59.238,1.267236,7332.376953
472,59.364,1.267962,7333.059570
473,59.491,1.267937,7337.742676
474,59.616,1.267862,7332.681152
475,59.743,1.267487,7334.910645
476,59.869,1.267411,7339.711426
477,59.995,1.267512,7335.476074
478,60.121,1.267637,7330.643066
479,60.247,1.267662,7336.994141
480,60.373,1.267587,7333.593750
481,60.498,1.268162,7335.741211
482,60.625,1.267937,7335.620605
483,60.751,1.267887,7333.200684
484,60.876,1.267812,7337.086426
485,61.002,1.268187,7334.724609
486,61.129,1.267937,7336.089844
487,61.254,1.267912,7335.598633
488,61.380,1.268037,7341.144043
489,61.506,1.268037,7335.492676
490,61.632,1.268037,7333.801270
491,61.759,1.268087,7336.855469
492,61.884,1.268488,7334.079590
493,62.010,1.267812,7340.409180
494,62.137,1.267887,7333.396484
495,62.262,1.268237,7335.648438
496,62.388,1.268162,7334.372070
497,62.514,1.268312,7337.554688
498,62.640,1.267862,7332.989746
499,62.766,1.267987,7335.400879
500,62.892,1.267487,7335.784180
501,63.018,1.267587,7334.146484
502,63.144,1.268863,7335.753906
503,63.270,1.267487,7335.684082
504,63.396,1.267812,7338.145020
505,63.522,1.268137,7335.779785
506,63.648,1.267386,7336.604004
507,63.774,1.268112,7334.817383
508,63.900,1.267637,7332.070801
509,64.026,1.267762,7333.071777
510,64.152,1.267612,7335.003418
511,64.278,1.267612,7334.118164
512,64.404,1.267386,7334.954590
513,64.530,1.267812,7336.270020
514,64.656,1.267637,7338.822266
515,64.782,1.267787,7336.010742
516,64.909,1.268037,7335.220703
517,65.034,1.267411,7336.295410
518,65.160,1.267862,7336.240234
519,65.286,1.267912,7333.985352
520,65.412,1.267812,7334.483887
521,65.539,1.267737,7336.521973
522,65.664,1.268738,7332.738770
523,65.790,1.267712,7330.252930
524,65.916,1.267812,7327.116211
525,66.042,1.268087,7334.629395
526,66.168,1.268312,7334.063965
527,66.294,1.267637,7334.108887
528,66.420,1.268112,7336.359375
529,66.546,1.267962,7333.456055
530,66.672,1.267887,7335.890625
531,66.798,1.267587,7334.213379
532,66.924,1.268012,7330.279297
533,67.050,1.267862,7334.840820
534,67.176,1.267612,7336.182129
535,67.302,1.267937,7333.650879
536,67.428,1.267637,7333.532227
537,67.554,1.267937,7333.585449
538,67.680,1.267562,7334.703613
539,67.806,1.267512,7335.092285
540,67.932,1.267837,7335.192871
541,68.058,1.267612,7335.825195
542,68.184,1.267286,7334.155762
543,68.310,1.267762,7330.755371
544,68.436,1.267487,7332.914063
545,68.562,1.267912,7334.829102
546,68.688,1.267612,7332.375000
547,68.814,1.267061,7332.184082
548,68.940,1.267987,7334.233887
549,69.066,1.267987,7332.356934
550,69.192,1.267887,7335.000977
551,69.318,1.267962,7335.165527
552,69.444,1.268538,7330.567871
553,69.570,1.267837,7333.714355
554,69.696,1.268513,7331.346191
555,69.822,1.267837,7335.447754
556,69.948,1.268237,7334.603027
557,70.074,1.267937,7337.242676
558,70.200,1.267887,7334.753418
559,70.326,1.267862,7333.286621
560,70.452,1.267787,7335.014648
561,70.578,1.267787,7333.799805
562,70.704,1.267687,7335.050293
563,70.830,1.267962,7337.910645
564,70.956,1.267311,7335.423828
565,71.082,1.267812,7335.606445
566,71.208,1.267411,7337.153809
567,71.334,1.267762,7335.187988
568,71.460,1.267712,7336.908203
569,71.586,1.267837,7336.910645
570,71.712,1.267537,7339.739258
571,71.838,1.267261,7339.907715
572,71.964,1.267937,7337.047852
573,72.090,1.267512,7335.165527
574,72.216,1.267762,7335.195313
575,72.342,1.267537,7337.813477
576,72.468,1.267311,7333.798828
577,72.594,1.267537,7336.527832
578,72.720,1.268162,7338.601074
579,72.846,1.267487,7336.680664
580,72.972,1.267687,7338.233398
581,73.098,1.268312,7339.400391
582,73.224,1.267962,7336.714844
583,73.350,1.267587,7337.811035
584,73.476,1.268012,7338.096191
585,73.601,1.267662,7333.855469
586,73.728,1.267937,7337.053223
587,73.854,1.268037,7337.501953
588,73.980,1.267612,7335.985840
589,74.106,1.268262,7337.396484
590,74.231,1.268037,7335.558594
591,74.358,1.267937,7337.542480
592,74.484,1.267762,7336.832520
593,74.610,1.268412,7336.653809
594,74.736,1.267687,7338.039063
595,74.862,1.268187,7337.816895
596,74.988,1.267537,7338.939453
597,75.113,1.268337,7339.500488
598,75.239,1.268062,7338.126953
599,75.366,1.267587,7335.985840
600,75.492,1.267386,7335.100586
601,75.617,1.268237,7337.934570
602,75.744,1.267537,7337.530273
603,75.870,1.267612,7337.852051
604,75.996,1.267637,7335.614258
605,76.121,1.267336,7344.155273
606,76.247,1.267336,7339.141113
607,76.373,1.267336,7337.886230
608,76.499,1.267687,7340.148926
609,76.626,1.267762,7335.507324
610,76.751,1.267962,7337.418945
611,76.877,1.267562,7340.270508
612,77.004,1.267687,7340.698730
613,77.130,1.267862,7345.770996
614,77.255,1.267737,7339.219238
615,77.381,1.267562,7340.378906
616,77.507,1.267912,7341.575684
617,77.633,1.268162,7342.045898
618,77.760,1.267937,7341.206543
619,77.886,1.267787,7338.924316
620,78.011,1.268412,7339.476563
621,78.137,1.268362,7342.879883
622,78.264,1.267662,7338.933594
623,78.389,1.268137,7342.486328
624,78.515,1.268212,7335.339355
625,78.641,1.268062,7338.415039
626,78.768,1.267487,7338.244629
627,78.894,1.267937,7342.173340
628,79.020,1.267812,7339.137695
629,79.145,1.267612,7339.958984
630,79.271,1.267612,7339.731445
631,79.397,1.267612,7338.556152
632,79.523,1.267762,7339.757324
633,79.649,1.267737,7339.891113
634,79.775,1.267937,7339.032715
635,79.901,1.267136,7337.378418
636,80.027,1.267762,7338.970215
637,80.153,1.267537,7338.321777
638,80.279,1.267487,7338.415527
639,80.406,1.267837,7340.041016
640,80.531,1.267837,7338.558105
641,80.657,1.267662,7336.317871
642,80.783,1.267637,7334.942383
643,80.909,1.267887,7340.053711
644,81.035,1.267837,7340.054199
645,81.161,1.268037,7335.449219
646,81.287,1.268362,7336.830078
647,81.413,1.268162,7340.671387
648,81.539,1.267587,7339.541992
649,81.665,1.268438,7337.855957
650,81.791,1.268362,7340.603516
651,81.917,1.267937,7338.129883
652,82.043,1.267987,7338.697754
653,82.169,1.267912,7339.060547
654,82.296,1.267912,7339.599609
655,82.421,1.267837,7345.455566
656,82.547,1.267411,7337.146973
657,82.673,1.268212,7341.424805
658,82.799,1.267662,7338.011719
659,82.925,1.268162,7338.896973
660,83.051,1.268112,7341.135254
661,83.177,1.267812,7337.595215
662,83.303,1.267662,7338.441406
663,83.429,1.267612,7341.844238
664,83.555,1.267937,7338.997559
665,83.681,1.267261,7338.268066
666,83.807,1.267612,7341.253418
667,83.933,1.267512,7338.797852
668,84.059,1.267862,7338.206543
669,84.185,1.268087,7338.448730
670,84.311,1.267587,7336.873047
671,84.437,1.267687,7338.778809
672,84.563,1.268137,7336.800781
673,84.689,1.268262,7339.911621
674,84.815,1.268012,7336.209961
675,84.941,1.267662,7341.725098
676,85.067,1.267762,7338.106934
677,85.193,1.267987,7339.114258
678,85.319,1.268062,7337.589355
679,85.446,1.267562,7337.868652
680,85.571,1.268112,7339.137207
681,85.697,1.268262,7340.807617
682,85.823,1.267437,7340.391602
683,85.949,1.268412,7340.309570
684,86.075,1.267637,7338.227051
685,86.201,1.268012,7337.880371
686,86.327,1.267361,7339.502441
687,86.453,1.267662,7341.719238
688,86.579,1.267737,7337.356934
689,86.705,1.267637,7340.082031
690,86.831,1.267361,7343.609375
691,86.957,1.267562,7338.579102
692,87.083,1.267386,7339.084473
693,87.209,1.267537,7337.244629
694,87.335,1.267487,7338.348633
695,87.461,1.268012,7337.309082
696,87.587,1.268087,7340.645020
697,87.712,1.267612,7340.187012
698,87.839,1.267937,7339.876465
699,87.965,1.267712,7339.778320
700,88.091,1.268137,7338.810547
701,88.217,1.267887,7339.096680
702,88.342,1.268337,7340.809082
703,88.469,1.268137,7339.406738
704,88.595,1.267737,7336.873047
705,88.721,1.267286,7338.820313
706,88.847,1.268488,7337.504883
707,88.973,1.267862,7339.797852
708,89.098,1.267762,7337.435547
709,89.225,1.267712,7342.809082
710,89.351,1.267737,7333.467773
711,89.477,1.267562,7343.021973
712,89.602,1.267787,7337.877930
713,89.729,1.267462,7341.719727
714,89.854,1.267887,7342.072754
715,89.980,1.267261,7337.976074
716,90.106,1.267662,7341.261719
717,90.232,1.267887,7339.542969
718,90.359,1.267537,7340.494629
719,90.485,1.267637,7340.386719
720,90.610,1.267762,7339.990234
721,90.736,1.267637,7343.063477
722,90.862,1.267812,7342.334961
723,90.988,1.267937,7341.093750
724,91.114,1.267912,7341.190918
725,91.241,1.268087,7340.935547
726,91.366,1.267937,7336.973633
727,91.492,1.267687,7340.230469
728,91.619,1.268012,7338.978516
729,91.745,1.268162,7340.339355
730,91.870,1.268563,7338.968750
731,91.996,1.267837,7342.081543
732,92.122,1.267812,7338.922363
733,92.248,1.268162,7337.569824
734,92.374,1.267787,7338.651855
735,92.500,1.268162,7338.003418
736,92.626,1.267762,7343.058105
737,92.752,1.267887,7341.066895
738,92.878,1.267437,7338.388184
739,93.004,1.267211,7340.309082
740,93.130,1.267812,7337.331055
741,93.256,1.267662,7335.450684
742,93.382,1.267512,7337.638184
743,93.508,1.268062,7339.426270
744,93.635,1.267512,7339.114746
745,93.760,1.267937,7341.349121
746,93.886,1.267837,7337.529785
747,94.012,1.267862,7338.101074
748,94.138,1.267912,7339.238770
749,94.264,1.267612,7339.256836
750,94.390,1.267862,7340.955078
751,94.516,1.267687,7338.841309
752,94.642,1.267912,7335.204590
753,94.768,1.268112,7337.191406
754,94.894,1.267762,7338.753906
755,95.020,1.267987,7339.955078
756,95.146,1.267887,7340.295410
757,95.272,1.267937,7335.914551
758,95.398,1.267787,7334.677246
759,95.524,1.267787,7337.950684
760,95.650,1.267487,7338.129395
761,95.776,1.267662,7336.360352
762,95.902,1.267411,7333.864258
763,96.029,1.267562,7339.864258
764,96.154,1.267662,7338.683594
765,96.280,1.267637,7337.261719
766,96.406,1.267437,7337.648438
767,96.532,1.267887,7336.911133
768,96.658,1.267411,7334.557129
769,96.784,1.267837,7339.793457
770,96.910,1.267837,7336.195313
771,97.036,1.268062,7339.373047
772,97.162,1.267787,7338.589355
773,97.289,1.267712,7337.515625
774,97.414,1.268187,7337.553711
775,97.540,1.268362,7337.167480
776,97.666,1.267837,7338.816895
777,97.792,1.267762,7337.879883
778,97.918,1.267887,7338.184082
779,98.044,1.267812,7337.535645
780,98.170,1.267286,7340.525879
781,98.296,1.267587,7338.932617
782,98.422,1.267612,7334.734375
783,98.548,1.267361,7336.492676
784,98.674,1.267887,7335.291504
785,98.800,1.268187,7338.581543
786,98.926,1.267437,7338.668945
787,99.052,1.267812,7337.331055
788,99.178,1.268312,7338.012695
789,99.304,1.267762,7339.368652
790,99.430,1.267587,7341.199707
791,99.556,1.267662,7340.263184
792,99.682,1.268137,7338.625977
793,99.808,1.267487,7339.101074
794,99.934,1.268538,7339.799316
795,100.060,1.268663,7340.212402
796,100.186,1.269664,7339.812988
797,100.312,1.277696,7340.957520
798,100.438,1.270915,7337.582520
799,100.564,1.271991,7339.649414
800,100.690,1.271866,7340.026367
801,100.816,1.271616,7337.406250
802,100.942,1.271591,7337.557617
803,101.068,1.271515,7337.472656
804,101.194,1.271816,7336.389648
805,101.320,1.272491,7337.988281
806,101.446,1.271791,7340.750977
807,101.572,1.271591,7336.793945
808,101.698,1.271991,7342.487305
809,101.824,1.272316,7332.456543
810,101.950,1.271315,7336.158203
811,102.076,1.271991,7337.488281
812,102.202,1.272391,7340.930664
813,102.328,1.271541,7340.590332
814,102.454,1.271591,7337.477051
815,102.580,1.271741,7337.911133
816,102.706,1.271741,7339.633301
817,102.832,1.271240,7340.700684
818,102.958,1.271716,7335.410156
819,103.084,1.271691,7338.069336
820,103.209,1.271040,7334.580566
821,103.335,1.271490,7336.653809
