序号,时间(s),电压(V)
1,0.024,7.915852703262198
2,0.028,5.085982351922066
3,0.032,2.5500356948720175
4,0.036,0.5341194197752208
5,0.04,-0.8407604165122677
6,0.044,-1.5706847180128267
7,0.048,-1.7526743610231763
8,0.052,-1.5500714057113638
9,0.056,-1.1505125424465095
10,0.06,-0.7252872735041644
11,0.064,-0.3973444173976016
12,0.068,-0.22443773839637549
13,0.072,-0.20098818174830468
14,0.076,-0.276573509654696
15,0.08,-0.3832790585269792
16,0.084,-0.46194646375288484
17,0.088,-0.4797735032608528
18,0.092,-0.4361866632330574
19,0.096,-0.3572537678942502
20,0.1,-0.28121980959027293
21,0.104,-0.24047960647450156
22,0.108,-0.2472927173689881
23,0.112,-0.2893307399957993
24,0.116,-0.33654438606574605
25,0.12,-0.35545448273940866
26,0.124,-0.3241519844596014
27,0.128,-0.24227312411654633
28,0.132,-0.13289089559552075
29,0.136,-0.03536030728568792
30,0.14,0.009527054187109597
31,0.144,-0.022876757991323406
32,0.148,-0.1282943313916232
33,0.152,-0.27171106594511635
34,0.156,-0.3979163776133632
35,0.16,-0.4505738121616413
36,0.164,-0.3930006129709069
37,0.168,-0.22373164274385832
38,0.172,0.018575910749523247
39,0.176,0.2640966741005373
40,0.18,0.4336278376402067
41,0.184,0.46614275542176253
42,0.188,0.3411294905273612
43,0.192,0.08661031946871388
44,0.196,-0.22972272205337324
45,0.2,-0.5219460019940612
46,0.204,-0.711902964602315
47,0.208,-0.7517140350264785
48,0.212,-0.6365232409681467
49,0.216,-0.40355813046977795
50,0.22,-0.11738180961022258
51,0.224,0.15339198445256563
52,0.228,0.3586140378150915
53,0.232,0.4795599718923565
54,0.236,0.5284241571635977
55,0.24,0.5364801851998123
56,0.244,0.5369590835405162
57,0.248,0.5494369608541607
58,0.252,0.5713344920894033
59,0.256,0.5799281238339365
60,0.26,0.5444505932171047
61,0.264,0.4430164273796017
62,0.268,0.2763107835219388
63,0.272,0.07150126525309818
64,0.276,-0.12530542302850872
65,0.28,-0.264538673418892
66,0.284,-0.31029693889726206
67,0.288,-0.2532521361926056
68,0.292,-0.11522689814336216
69,0.296,0.05679048121189218
70,0.3,0.20647912668071555
71,0.304,0.2887563777509343
72,0.308,0.2868231707001342
73,0.312,0.2183092230034345
74,0.316,0.1278010184940598
75,0.32,0.06881027956694237
76,0.324,0.08224944192799692
77,0.328,0.17935525017968162
78,0.332,0.33532282911219935
79,0.336,0.4965006618084488
80,0.34,0.5990590504003466
81,0.344,0.592116446028867
82,0.348,0.45640326809464793
83,0.352,0.21183506331851387
84,0.356,-0.08793801295510442
85,0.36,-0.3712422605189464
86,0.364,-0.568584834715823
87,0.368,-0.6311177493457936
88,0.372,-0.5425677545266638
89,0.376,-0.32195442624578596
90,0.38,-0.016951995440561998
91,0.384,0.30951693833457183
92,0.388,0.5951066522590838
93,0.392,0.7918601947665864
94,0.396,0.874792835851461
95,0.4,0.8439766083706342
96,0.404,0.7207479760545824
97,0.408,0.5397900601288985
98,0.412,0.33946626891248954
99,0.416,0.15319737363958216
100,0.42,0.004187540739667856
101,0.424,-0.09580237568327028
102,0.428,-0.14460328954240045
103,0.432,-0.14656392784198544
104,0.436,-0.1100872792821359
105,0.44,-0.04659382764468605
106,0.444,0.029780694367962525
107,0.448,0.10316325436534543
108,0.452,0.15834420515610792
109,0.456,0.18408328855703796
110,0.46,0.1760304099158919
111,0.464,0.13812823548087766
112,0.468,0.08207432419016601
113,0.472,0.02494745449800275
114,0.476,-0.014715920298263083
115,0.48,-0.021699663084782026
116,0.484,0.011720132438093894
117,0.488,0.08388261685257273
118,0.492,0.18477936505576573
119,0.496,0.2991410194750629
120,0.5,0.4100328198729639
121,0.504,0.5020303606329903
122,0.508,0.5639460674517871
123,0.512,0.5911003158605622
124,0.516,0.5863575261321755
125,0.52,0.5588367186591738
126,0.524,0.5202264829973353
127,0.528,0.4802777120681821
128,0.532,0.4437628785208387
129,0.536,0.41032241479999904
130,0.54,0.3769923585726327
131,0.544,0.34200312723093323
132,0.548,0.307975074777647
133,0.552,0.2826867293711649
134,0.556,0.27637622891093205
135,0.56,0.2963005646328705
136,0.564,0.3411858546292219
137,0.568,0.3988170578133635
138,0.572,0.4486926275050301
139,0.576,0.4690236622895227
140,0.58,0.4449466609282819
141,0.584,0.37426244267408615
142,0.588,0.2685353708249746
143,0.592,0.1495574067017107
144,0.596,0.04265157238263165
145,0.6,-0.030987245317545584
146,0.604,-0.060383300813468
147,0.608,-0.047120783011032515
148,0.612,-0.003170818698695762
149,0.616,0.0545807316158733
150,0.62,0.11056796762994314
151,0.624,0.1551304782876507
152,0.628,0.18624610320023866
153,0.632,0.2084473367525767
154,0.636,0.2296398747274784
155,0.64,0.25692625704594574
156,0.644,0.2928916424111342
157,0.648,0.3337793562255841
158,0.652,0.370223313793179
159,0.656,0.39009175904035387
160,0.66,0.3822783409597553
161,0.664,0.34025957495325454
162,0.668,0.26458084253022585
163,0.672,0.16367071832193142
164,0.676,0.052534118040521896
165,0.68,-0.05067527062453382
166,0.684,-0.12938650375243999
167,0.688,-0.1731135250738626
168,0.692,-0.18010420266839405
169,0.696,-0.15720031436090195
170,0.7,-0.11709909247760703
171,0.704,-0.07413124807759158
172,0.708,-0.03998936867456584
173,0.712,-0.020683677982684445
174,0.716,-0.015607717988207804
175,0.72,-0.01892935405577936
176,0.724,-0.022611059856075595
