序号,时间(s),电压(V)
1,0.024,0.3656342895252783
2,0.028,-0.4716688657391093
3,0.032,-1.275236506796183
4,0.036,-2.013675245890801
5,0.04,-2.6450704731857235
6,0.044,-3.1206573187670097
7,0.048,-3.399410083928437
8,0.052,-3.4659396173638055
9,0.056,-3.3417549537536058
10,0.06,-3.0840672419773987
11,0.064,-2.7726294522613593
12,0.068,-2.4891730909376246
13,0.072,-2.294964954516744
14,0.076,-2.212545968598276
15,0.08,-2.2189639044343363
16,0.084,-2.2560109662304044
17,0.088,-2.255506703309398
18,0.092,-2.1691877856287873
19,0.096,-1.9901963174338642
20,0.1,-1.7577372373456088
21,0.104,-1.544100897852396
22,0.108,-1.4293345631970842
23,0.112,-1.4716385945417911
24,0.116,-1.6826248427995316
25,0.12,-2.016939343486541
26,0.124,-2.3825845439674787
27,0.128,-2.6697130245424825
28,0.132,-2.7864903379331016
29,0.136,-2.687767866850714
30,0.14,-2.387186597382361
31,0.144,-1.9514657201332883
32,0.148,-1.4811803989611743
33,0.152,-1.0834428069456539
34,0.156,-0.8423842102239842
35,0.16,-0.7959387078816055
36,0.164,-0.9280251403085634
37,0.168,-1.1793840381514955
38,0.172,-1.4714534274166229
39,0.176,-1.7328254679809247
40,0.18,-1.919275002322394
41,0.184,-2.022724414550714
42,0.188,-2.0677231383596837
43,0.192,-2.095906081487953
44,0.196,-2.1427476998072326
45,0.2,-2.216681075145081
46,0.204,-2.2919975353015345
47,0.208,-2.3198031779000043
48,0.212,-2.2508188646458804
49,0.216,-2.0583461973638406
50,0.22,-1.751865546586775
51,0.224,-1.3776362023898021
52,0.228,-1.0072791558518224
53,0.232,-0.717410814440071
54,0.236,-0.5657682658642681
55,0.24,-0.5726668282660007
56,0.244,-0.7164905583172133
57,0.248,-0.9452125359458221
58,0.252,-1.1972353651376613
59,0.256,-1.4210989632109905
60,0.26,-1.5865659669183392
61,0.264,-1.6855873615859214
62,0.268,-1.725875585405206
63,0.272,-1.7206249692974498
64,0.276,-1.6778288338131095
