序号,时间(s),电压(V)
1,0.024,10.809329707595788
2,0.028,6.912207909121684
3,0.032,3.4659088854123015
4,0.036,0.817288636411398
5,0.04,-0.8681355833216324
6,0.044,-1.6176810300156155
7,0.048,-1.61052396693704
8,0.052,-1.106631370129437
9,0.056,-0.37313835434976983
10,0.06,0.370943864654882
11,0.064,0.9832350340469109
12,0.068,1.4015318099327605
13,0.072,1.6286049552191164
14,0.076,1.7058358795537363
15,0.08,1.6850422188806118
16,0.084,1.608174853699266
17,0.088,1.500253048700735
18,0.092,1.3735946689779404
19,0.096,1.2363340821366515
20,0.1,1.0985510443888258
21,0.104,0.9735037338067082
22,0.108,0.8751806366370856
23,0.112,0.8141732903345447
24,0.116,0.7933014697896453
25,0.12,0.804621023525697
26,0.124,0.8295921205413079
27,0.128,0.8429875465586242
28,0.132,0.8194615424858409
29,0.136,0.7407288807192143
30,0.14,0.6012504239395492
31,0.144,0.4112046383904638
32,0.148,0.19636184998753733
33,0.152,-0.005789213613382488
34,0.156,-0.15414779643681123
35,0.16,-0.2145475897725132
36,0.164,-0.16868822470919992
37,0.168,-0.017981114705178217
38,0.172,0.21847833004016148
39,0.176,0.5101503666852291
40,0.18,0.8227558460193576
41,0.184,1.1249786366979602
42,0.188,1.3923877480142923
43,0.192,1.607407727007448
44,0.196,1.7560577833808353
45,0.2,1.8252854011530832
46,0.204,1.8052049446670408
47,0.208,1.6963434903351882
48,0.212,1.5169427132062334
49,0.216,1.3042482365775632
50,0.22,1.1070677874752672
51,0.224,0.9718719226492866
52,0.228,0.9278556924331512
53,0.232,0.9762275877731723
54,0.236,1.087364550358902
55,0.24,1.2079824989570913
56,0.244,1.2777825169724257
57,0.248,1.2506062618770102
58,0.252,1.1119671363519739
59,0.256,0.8856805990594865
60,0.26,0.6267924743290211
61,0.264,0.4036237026248743
62,0.268,0.2754456970756672
63,0.272,0.27276726796974976
64,0.276,0.3861482762297159
65,0.28,0.5678779368779941
66,0.284,0.7471725156970321
67,0.288,0.8538956056375162
68,0.292,0.8417455809264873
69,0.296,0.7021562867392256
70,0.3,0.4645521843332553
71,0.304,0.18465191314836912
72,0.308,-0.07342332053767715
73,0.312,-0.2552054771824411
74,0.316,-0.32943272675348706
75,0.32,-0.29347988667399955
76,0.324,-0.16917825333575764
77,0.328,0.008681731950742715
78,0.332,0.20610797896735167
79,0.336,0.40081513682630737
80,0.34,0.5869391491172793
81,0.344,0.7728196013328766
82,0.348,0.9735033642633417
83,0.352,1.2006166055137004
84,0.356,1.4526426028379027
85,0.36,1.7095349862648688
86,0.364,1.9351785195808011
87,0.368,2.0877023626234954
88,0.372,2.1333058653561436
89,0.376,2.05767067898926
90,0.38,1.870914975739227
91,0.384,1.6052657601644422
92,0.388,1.306583783369123
93,0.392,1.0213223338325303
94,0.396,0.781990572055345
95,0.4,0.5972214693358489
96,0.404,0.4527392417173389
97,0.408,0.32396730586741196
98,0.412,0.19367286169891956
99,0.416,0.06497071793129067
100,0.42,-0.03694797237549854
