序号,时间(s),电压(V)
1,0.024,1.8342625349133923
2,0.028,1.2357698595031406
3,0.032,0.7059540100282699
4,0.036,0.299090587832135
5,0.04,0.045039479691150026
6,0.044,-0.05318162433628978
7,0.048,-0.016090951531118954
8,0.052,0.11877451384891828
9,0.056,0.30451073098289155
10,0.06,0.4923694948820186
11,0.064,0.6384136179488552
12,0.068,0.7088656449582694
13,0.072,0.6839424814468387
14,0.076,0.5600774294743444
15,0.08,0.35024964373074136
16,0.084,0.08179630574635412
17,0.088,-0.20876339877871242
18,0.092,-0.48323755548327124
19,0.096,-0.7095338059042358
20,0.1,-0.8672681175712874
21,0.104,-0.9499012628786303
22,0.108,-0.96364597940603
23,0.112,-0.9240988434701183
24,0.116,-0.8513138739147045
25,0.12,-0.7638870451773423
26,0.124,-0.6733148373118477
27,0.128,-0.5807876653018081
28,0.132,-0.4783696963096749
29,0.136,-0.354840091716821
30,0.14,-0.20434863641785345
31,0.144,-0.034804330416061346
32,0.148,0.12697837506315834
33,0.152,0.2355081037099604
34,0.156,0.23340477168283144
35,0.16,0.06455865471033848
36,0.164,-0.3088471392620052
37,0.168,-0.8903887897342864
38,0.172,-1.6402451120514334
39,0.176,-2.4770118656028406
40,0.18,-3.2916636795653917
41,0.184,-3.9712229201581932
42,0.188,-4.4259646363714635
43,0.192,-4.611550814161335
44,0.196,-4.538415245437901
45,0.2,-4.265363486250792
46,0.204,-3.88028233186591
47,0.208,-3.474992967980711
48,0.212,-3.122394315448193
49,0.216,-2.862503512555215
50,0.22,-2.70038319728255
51,0.224,-2.6143825175922903
52,0.228,-2.569860024358541
53,0.232,-2.5331281789327353
54,0.236,-2.4819386003867616
55,0.24,-2.4106059103046706
56,0.244,-2.3290566065026956
57,0.248,-2.2562041801422907
58,0.252,-2.209879225085169
59,0.256,-2.197580694860837
60,0.26,-2.212556080319329
61,0.264,-2.2370870425456357
62,0.268,-2.251029156321161
63,0.272,-2.2412312419323093
64,0.276,-2.207505402812238
65,0.28,-2.1627608557635325
66,0.284,-2.1273675745842975
67,0.288,-2.1197121791153988
68,0.292,-2.1464358862359427
69,0.296,-2.196912926311593
70,0.3,-2.245388727875461
71,0.304,-2.260273421423327
72,0.308,-2.2162063545205304
73,0.312,-2.103587207551697
74,0.316,-1.932090583464409
75,0.32,-1.7274395458648406
76,0.324,-1.5230771124045293
77,0.328,-1.3496617987920831
78,0.332,-1.225692503445523
79,0.336,-1.1524568107104236
80,0.34,-1.1153336289939062
81,0.344,-1.0908968536897476
82,0.348,-1.0567368588992934
83,0.352,-1.0001025298894888
84,0.356,-0.9222979778214432
85,0.36,-0.8374508808179558
86,0.364,-0.7662750591435851
87,0.368,-0.7272321852412321
88,0.372,-0.7286524151376497
89,0.376,-0.7653932433968802
90,0.38,-0.8216253818438544
91,0.384,-0.877900729655418
92,0.388,-0.9185262924333075
93,0.392,-0.936117839613518
94,0.396,-0.9325322877600405
95,0.4,-0.9169640897077186
96,0.404,-0.9023257822206934
97,0.408,-0.9008561298604721
98,0.412,-0.9200264653220238
99,0.416,-0.9601465991774937
100,0.42,-1.0145827545062216
101,0.424,-1.0720980419849102
102,0.428,-1.119921017168472
103,0.432,-1.146345520552763
