序号,时间(s),电压(V)
1,0.024,4.347395847086812
2,0.028,3.263082569478174
3,0.032,2.284206712839353
4,0.036,1.4902452093691092
5,0.04,0.9159355430517477
6,0.044,0.5503575560912147
7,0.048,0.3491631220384158
8,0.052,0.25386669804815104
9,0.056,0.21106569311852633
10,0.06,0.18585873748711773
11,0.064,0.16647455111024637
12,0.068,0.16012616540318886
13,0.072,0.18255626060696753
14,0.076,0.2454512657287127
15,0.08,0.34667994609571123
16,0.084,0.4673681423422169
17,0.088,0.5769075581488169
18,0.092,0.6434892460260584
19,0.096,0.6455485029718868
20,0.1,0.5794554131598776
21,0.104,0.460636823229835
22,0.108,0.3182477704543763
23,0.112,0.18618252326489526
24,0.116,0.09415795448271201
25,0.12,0.06143440770332366
26,0.124,0.0938056844148129
27,0.128,0.18349498309527026
28,0.132,0.3116514107717799
29,0.136,0.4530433700131599
30,0.14,0.5818446203891909
31,0.144,0.6769440648523315
32,0.148,0.7255122272478329
33,0.152,0.724200298229552
34,0.156,0.6779657579024257
35,0.16,0.5971997023230186
36,0.164,0.4944764234408671
37,0.168,0.3823589971331384
38,0.172,0.27291202623442684
39,0.176,0.17826234891128434
40,0.18,0.11072566377258106
41,0.184,0.08136921225257795
42,0.188,0.09706031896249658
43,0.192,0.1571586869493102
44,0.196,0.2514333238130356
45,0.2,0.3604912477866548
46,0.204,0.45931075079562556
47,0.208,0.523526256955794
48,0.212,0.5368566810118744
49,0.216,0.4969267524093756
50,0.22,0.4166726933753029
51,0.224,0.3200630379863638
52,0.228,0.23345806119770413
53,0.232,0.1762764444809808
54,0.236,0.15521384039751343
55,0.24,0.16433805522277642
56,0.244,0.19010320419055846
57,0.248,0.21798041541727944
58,0.252,0.23734739166535543
59,0.256,0.2430152246121225
60,0.26,0.23394786095181744
61,0.264,0.21120350771525231
62,0.268,0.1771205336293449
63,0.272,0.13616452921780903
64,0.276,0.09588514193593083
65,0.28,0.06606325561783599
66,0.284,0.05584497318125655
67,0.288,0.07060206970301719
68,0.292,0.11036419146255193
69,0.296,0.17011532823557612
70,0.3,0.24096689903115986
71,0.304,0.3113224788946488
72,0.308,0.36790806777373863
73,0.312,0.3969625330581527
74,0.316,0.38594968226589965
75,0.32,0.325997771738881
76,0.324,0.2146108769729566
77,0.328,0.05739387464770743
78,0.332,-0.13228655455608154
79,0.336,-0.335429169848647
80,0.34,-0.5298777492552421
81,0.344,-0.6920943331861317
82,0.348,-0.7987874587304981
83,0.352,-0.8300165437279369
84,0.356,-0.7743884041831032
85,0.36,-0.634535583511886
86,0.364,-0.42955574575245636
87,0.368,-0.1919768435315112
88,0.372,0.0405435750769793
89,0.376,0.23575061345450796
90,0.38,0.37493524324885485
91,0.384,0.45487923435319794
92,0.388,0.48315742730302036
93,0.392,0.4703597453802892
94,0.396,0.42440356024930503
95,0.4,0.34998518406445794
96,0.404,0.25217080478959947
97,0.408,0.140346322038259
98,0.412,0.029059142563220126
99,0.416,-0.06496141054677095
100,0.42,-0.12742644832329722
101,0.424,-0.149728567582846
102,0.428,-0.12937271685036095
103,0.432,-0.06845772870135598
104,0.436,0.028086819221520315
105,0.44,0.15366544068459315
106,0.444,0.30074211034323955
107,0.448,0.4613446100433325
108,0.452,0.627252446522694
109,0.456,0.7899274820440665
110,0.46,0.940602644262578
111,0.464,1.0707559685778338
112,0.468,1.172623939774622
113,0.472,1.2394254093979988
114,0.476,1.2657690875093464
115,0.48,1.2490878489754225
116,0.484,1.1919394491859776
117,0.488,1.103574867330874
118,0.492,0.9991237412120024
119,0.496,0.8964498545866942
120,0.5,0.8124639226619973
121,0.504,0.7605447513784583
122,0.508,0.7489902164411977
123,0.512,0.7793628611928126
124,0.516,0.8445709179183959
125,0.52,0.9281522417583299
126,0.524,1.0063345706271682
127,0.528,1.0529677071777084
128,0.532,1.046021668686694
129,0.536,0.9738917297814538
130,0.54,0.8397736394427441
131,0.544,0.6624748251912062
132,0.548,0.4725788026085176
133,0.552,0.30438057379544126
134,0.556,0.18607593083738486
135,0.56,0.13183725108860944
136,0.564,0.13852109078106906
137,0.568,0.18753713447175355
138,0.572,0.25063622833873217
139,0.576,0.2978791330397131
140,0.58,0.30605672487999397
141,0.584,0.26537946212278946
142,0.588,0.18189702145019523
143,0.592,0.07439838368120365
144,0.596,-0.03254130592680659
145,0.6,-0.1155830290078786
146,0.604,-0.15676267985485995
147,0.608,-0.1447342963689475
148,0.612,-0.07516944501584674
149,0.616,0.048358829759833175
150,0.62,0.2139757978289549
151,0.624,0.40333403889092156
152,0.628,0.5954378439782121
153,0.632,0.7700410471875619
154,0.636,0.908879920227954
155,0.64,0.9957848140278273
156,0.644,1.018042062306313
157,0.648,0.9697620484215727
158,0.652,0.8555474269705006
159,0.656,0.6920378911781758
160,0.66,0.5060415881443259
161,0.664,0.32917861994356723
162,0.668,0.18962141504569868
163,0.672,0.10292851298157166
164,0.676,0.06620813370073866
165,0.68,0.06000033157764061
166,0.684,0.05824942201316834
167,0.688,0.041220945406493834
168,0.692,0.004228120551165975
169,0.696,-0.04166722691758877
170,0.7,-0.07551793691685907
171,0.704,-0.07484653706324051
172,0.708,-0.023650990814530985
173,0.712,0.08082832213100159
174,0.716,0.22366417887909584
175,0.72,0.37236106339749525
176,0.724,0.483113886998556
177,0.728,0.5122428348276814
178,0.732,0.4295869993882039
179,0.736,0.22983349477392473
180,0.74,-0.062155204891681026
181,0.744,-0.3952894799239035
182,0.748,-0.7063145629373135
183,0.752,-0.9400328877301258
184,0.756,-1.0675995139033043
185,0.76,-1.0953377321520337
186,0.764,-1.0609226501187035
187,0.768,-1.0181167040055146
188,0.772,-1.01480143606958
189,0.776,-1.0724794506191695
190,0.78,-1.1758650967898754
191,0.784,-1.2766075213446533
192,0.788,-1.309039211119828
193,0.792,-1.2121823843636939
194,0.796,-0.9513389393048887
195,0.8,-0.5330157546410881
196,0.804,-0.0077270271354235795
197,0.808,0.5428477387188531
198,0.812,1.032172825567301
199,0.816,1.3980446675225577
200,0.82,1.6203223841348358
201,0.824,1.7186228547188833
202,0.828,1.7322840803078428
203,0.832,1.6935709750029933
204,0.836,1.6077695913126664
205,0.84,1.4496323177046078
206,0.844,1.1771273926248902
207,0.848,0.7561082814079966
208,0.852,0.18604379681805905
209,0.856,-0.4838375678040248
210,0.86,-1.1564511425879493
211,0.864,-1.7088461601835596
212,0.868,-2.0278900022813833
213,0.872,-2.0471656019995144
214,0.876,-1.771731382249351
215,0.88,-1.281979749980935
216,0.884,-0.7149179769186278
217,0.888,-0.22736498354906623
218,0.892,0.049155460809693456
219,0.896,0.047461582323401134
220,0.9,-0.21675947261020959
221,0.904,-0.654334643462853
222,0.908,-1.136273074152147
223,0.912,-1.5386367411755746
224,0.916,-1.781638297120715
225,0.92,-1.849419903451683
226,0.924,-1.785511003986377
227,0.928,-1.667836528606488
228,0.932,-1.5738527537295897
229,0.936,-1.5501083977407555
230,0.94,-1.598758945935062
231,0.944,-1.6855190703384995
232,0.948,-1.763663669298386
233,0.952,-1.8021334485071616
234,0.956,-1.8045114527212445
235,0.96,-1.809859074183945
236,0.964,-1.8746657493405883
237,0.968,-2.0435963593568753
238,0.972,-2.321775853911075
239,0.976,-2.661319549481486
240,0.98,-2.9692027286662195
241,0.984,-3.134570240051157
242,0.988,-3.06589532902413
243,0.992,-2.7249516847639943
244,0.996,-2.145518842309045
245,1.0,-1.4297708112792031
246,1.004,-0.7228306684108714
247,1.008,-0.17293716291367955
248,1.012,0.11045985846197588
249,1.016,0.08646866961670938
250,1.02,-0.21010841448485149
251,1.024,-0.6855601721615258
252,1.028,-1.2200226817587314
253,1.032,-1.7036040349311758
254,1.036,-2.0635865397635893
255,1.04,-2.2750479665213446
256,1.044,-2.354359269176561
257,1.048,-2.3408008343251705
258,1.052,-2.2744177830920767
259,1.056,-2.1791899599524904
260,1.06,-2.0586622639236487
261,1.064,-1.9051044320078703
262,1.068,-1.7160760420906833
263,1.072,-1.5087948103486875
264,1.076,-1.324553636870292
265,1.08,-1.2206588307056643
266,1.084,-1.252563040282067
267,1.088,-1.4518103616775972
268,1.092,-1.8068925006246035
269,1.096,-2.254974912810288
270,1.1,-2.6905239126815084
271,1.104,-2.990983393178939
272,1.108,-3.0528520542743354
273,1.112,-2.826905724922093
274,1.116,-2.3398665126194986
275,1.12,-1.6928327557544294
276,1.124,-1.03454150437459
277,1.128,-0.5169546745892902
278,1.132,-0.24802584478799594
279,1.136,-0.25922800762207676
280,1.14,-0.5009605243720874
281,1.144,-0.867459886043028
282,1.148,-1.2399016691140974
283,1.152,-1.5290563575480254
284,1.156,-1.7004757230112348
285,1.16,-1.7743271936015792
286,1.164,-1.8033463586150371
287,1.168,-1.8400060721664526
288,1.172,-1.9061862181888816
289,1.176,-1.976987689680996
290,1.18,-1.9855264312462082
291,1.184,-1.8481361240094414
292,1.188,-1.5017440269542348
293,1.192,-0.939533751518517
294,1.196,-0.22959884982891413
295,1.2,0.4934413574285626
296,1.204,1.0633716584169293
297,1.208,1.3330122125917283
298,1.212,1.2233387833819045
299,1.216,0.7530726295595654
300,1.22,0.036876489468604605
301,1.224,-0.7481628870729867
302,1.228,-1.4164004894932702
303,1.232,-1.8291851857841732
304,1.236,-1.9329586731055606
305,1.24,-1.7678357137176097
306,1.244,-1.4459740373385517
307,1.248,-1.1089312035135623
308,1.252,-0.8788741738456786
309,1.256,-0.8199458478676862
310,1.26,-0.9223251345861947
311,1.264,-1.11284945284822
312,1.268,-1.2864548111712877
313,1.272,-1.3460819895667535
314,1.276,-1.2368219451072673
315,1.28,-0.9633249809337092
316,1.284,-0.5859210596472475
317,1.288,-0.19743826355274582
318,1.292,0.11109315074062133
319,1.296,0.2824084148622514
320,1.3,0.3092098727351874
321,1.304,0.22859772581380988
322,1.308,0.09892612797753257
323,1.312,-0.029613041041444018
324,1.316,-0.13761143404520026
325,1.32,-0.24279705882829777
326,1.324,-0.38785551561702986
327,1.328,-0.6149722393094277
328,1.332,-0.9377575084856471
329,1.336,-1.3230168070792243
330,1.34,-1.6914010394892618
331,1.344,-1.9380847388613123
332,1.348,-1.966392697466661
333,1.352,-1.7225506068577565
334,1.356,-1.2196670326917964
335,1.36,-0.5428083938411511
336,1.364,0.16746110106308043
337,1.368,0.7499494741564224
338,1.372,1.0670582067574408
339,1.376,1.044537124409332
340,1.38,0.6929464547889131
341,1.384,0.10327012017707558
342,1.388,-0.5812235168491182
343,1.392,-1.2064993090727483
344,1.396,-1.648980911111698
345,1.4,-1.8447670060033259
346,1.404,-1.799308761666918
347,1.408,-1.5748079814080294
348,1.412,-1.2595802397975886
349,1.416,-0.9315299514517329
350,1.42,-0.6307602264884011
