序号,时间(s),电压(V)
1,0.024,8.07783626975277
2,0.028,5.204061106370046
3,0.032,2.5776209436606146
4,0.036,0.3899285824210183
5,0.04,-1.251456705843474
6,0.044,-2.3278280012766737
7,0.048,-2.8917721196693753
8,0.052,-3.04029024481025
9,0.056,-2.8901022847817615
10,0.06,-2.55944736788573
11,0.064,-2.1552975994956816
12,0.068,-1.764001559059264
13,0.072,-1.4450027534705356
14,0.076,-1.2284588697383982
15,0.08,-1.1170283891184982
16,0.084,-1.0912868478663122
17,0.088,-1.1186155265228008
18,0.092,-1.1651007807670184
19,0.096,-1.207352982459955
20,0.1,-1.2391297768726997
21,0.104,-1.2696521032767139
22,0.108,-1.315081723162339
23,0.112,-1.3878375897600035
24,0.116,-1.4883419304379397
25,0.12,-1.6013117872205302
26,0.124,-1.696550704580089
27,0.128,-1.7341587606425781
28,0.132,-1.6744323837345796
29,0.136,-1.4909229756977742
30,0.14,-1.182345428525495
31,0.144,-0.7783628062412229
32,0.148,-0.3363480342720037
33,0.152,0.07052858362757154
34,0.156,0.3707473730611363
35,0.16,0.5128812110120399
36,0.164,0.48006196997982375
37,0.168,0.2953797409599514
38,0.172,0.014741862244750843
39,0.176,-0.29133083815306654
40,0.18,-0.5597513360015797
41,0.184,-0.7517732241185131
42,0.188,-0.8591455984224555
43,0.192,-0.8992987209440026
44,0.196,-0.903261135249973
45,0.2,-0.9012604491969866
46,0.204,-0.9107205766621395
47,0.208,-0.9307892260054293
48,0.212,-0.9456088718217094
49,0.216,-0.934546420550532
50,0.22,-0.8839986541093687
51,0.224,-0.795018463108943
52,0.228,-0.6835580874878827
53,0.232,-0.573735831058104
54,0.236,-0.4875578486228964
55,0.24,-0.43555003933805947
56,0.244,-0.41190342986833883
57,0.248,-0.3963881330482943
58,0.252,-0.3632152828562842
59,0.256,-0.2934717108099048
60,0.26,-0.18499321180091377
61,0.264,-0.054653959949891674
62,0.268,0.0676482964691886
63,0.272,0.14995701866071356
64,0.276,0.1694523853833233
65,0.28,0.12041376479790625
66,0.284,0.017139484827357453
67,0.288,-0.10936404444559171
68,0.292,-0.2209842648097655
69,0.296,-0.28555597626542023
70,0.3,-0.28813873510707483
71,0.304,-0.23594686312974625
72,0.308,-0.1552492572793789
73,0.312,-0.08161835527338326
74,0.316,-0.04705693095016966
75,0.32,-0.06825000248553979
76,0.324,-0.13978109144846335
77,0.328,-0.23508162511702646
78,0.332,-0.31535487426342085
79,0.336,-0.3429947441623659
80,0.34,-0.2941175061597654
