序号,时间(s),电压(V)
1,0.024,0.7443673565511033
2,0.028,0.8201362409382037
3,0.032,0.8806974178283131
4,0.036,0.9131308356438335
5,0.04,0.9091540850810186
6,0.044,0.8671427105386356
7,0.048,0.7928394887751613
8,0.052,0.6982769008043707
9,0.056,0.5990906111408132
10,0.06,0.5109918660597668
11,0.064,0.44638999285597114
12,0.068,0.4120112601608337
13,0.072,0.4080268660492399
14,0.076,0.42875908469474955
15,0.08,0.46456272160259177
16,0.084,0.5042240743650938
17,0.088,0.5373167971590316
18,0.092,0.5562019047606728
19,0.096,0.5574511358973078
20,0.1,0.5423603364538105
21,0.104,0.5162098064152099
22,0.108,0.4863454684346949
23,0.112,0.4598057663045352
24,0.116,0.44146726162753674
25,0.12,0.43326524005151335
26,0.124,0.43444262372442416
27,0.128,0.44249576576061067
28,0.132,0.4544618437537973
29,0.136,0.4681916295365818
30,0.14,0.48325789602754976
31,0.144,0.5011848764613475
32,0.148,0.5247609585059002
33,0.152,0.5565024711496073
34,0.156,0.5969272693222792
35,0.16,0.6436811930961353
36,0.164,0.6921409858778839
37,0.168,0.7370787958497192
38,0.172,0.7742602954208787
39,0.176,0.8010912138141739
40,0.18,0.8162647535535483
41,0.184,0.8190216893059533
42,0.188,0.8087630885423412
43,0.192,0.7854412459632104
44,0.196,0.7505879662697786
45,0.2,0.7083142505880231
46,0.204,0.6655183680895241
47,0.208,0.6309601646775789
48,0.212,0.613420787359989
49,0.216,0.6194694180556458
50,0.22,0.6513955983497793
51,0.224,0.7058563823360028
52,0.228,0.7737790621829144
53,0.232,0.8418775724136173
54,0.236,0.8956762355777951
55,0.24,0.9233179391135928
56,0.244,0.918949743012142
57,0.248,0.8844384577415868
58,0.252,0.8287124843642633
59,0.256,0.7649270836309051
60,0.26,0.7064494431366998
61,0.264,0.6630136406528488
62,0.268,0.6382291726056903
63,0.272,0.629090099495342
64,0.276,0.6274874697102006
65,0.28,0.6232000571514407
66,0.284,0.6075124589032799
67,0.288,0.5764452424591464
68,0.292,0.532554908609132
69,0.296,0.48452983585295417
70,0.3,0.4445759232788624
71,0.304,0.4246302693415443
72,0.308,0.4330251962876385
73,0.312,0.47281670130728776
74,0.316,0.5419225408226049
75,0.32,0.6343185534637316
76,0.324,0.7413255640659754
77,0.328,0.8524393329172091
78,0.332,0.955863918970206
79,0.336,1.0393976251809691
80,0.34,1.0921550499345762
81,0.344,1.1068748030371474
82,0.348,1.0819066698643538
83,0.352,1.0219331803040699
84,0.356,0.9369709014321732
85,0.36,0.8398401444711306
86,0.364,0.7429010190945653
87,0.368,0.6552588042096193
88,0.372,0.5815048526493443
89,0.376,0.5223048153308021
90,0.38,0.47625035560994555
91,0.384,0.44191922031765896
92,0.388,0.41918565361292215
93,0.392,0.409309659668171
94,0.396,0.41396839944466973
95,0.4,0.4338599715422746
96,0.404,0.4675282041214269
97,0.408,0.5107404556177364
98,0.412,0.5565272643722221
99,0.416,0.5960273861224713
100,0.42,0.6202960668471988
101,0.424,0.6229208057001226
