序号,时间(s),电压(V)
1,0.024,5.889486522753833
2,0.028,3.9886278524491487
3,0.032,2.273573174872885
4,0.036,0.8908750263786686
5,0.04,-0.07806550804996473
6,0.044,-0.625849750809323
7,0.048,-0.8103052963156496
8,0.052,-0.7327046797214763
9,0.056,-0.5102171742049656
10,0.06,-0.25034924373775047
11,0.064,-0.03328369754334531
12,0.068,0.09563031640202437
13,0.072,0.12446957207553143
14,0.076,0.06736399970438042
15,0.08,-0.04573710101355587
16,0.084,-0.17951807586181787
17,0.088,-0.3018822175511628
18,0.092,-0.38914021805072424
19,0.096,-0.4270998778361781
20,0.1,-0.40885847887147975
21,0.104,-0.3317980402218867
22,0.108,-0.1965784139487083
23,0.112,-0.009003780966961392
24,0.116,0.2170066267128896
25,0.12,0.4581992113295418
26,0.124,0.6842663435639624
27,0.128,0.8632732458013486
28,0.132,0.9683154963400125
29,0.136,0.9832814476696562
30,0.14,0.9064621734147815
31,0.144,0.7515453009380195
32,0.148,0.5455677431562125
33,0.152,0.32347517771230344
34,0.156,0.12005038419112067
35,0.16,-0.038342624904727785
36,0.164,-0.1389998167293213
37,0.168,-0.1829683599794281
38,0.172,-0.18029035250701822
39,0.176,-0.14318395962758032
40,0.18,-0.0809509561937986
41,0.184,0.0009495663985679255
42,0.188,0.09815349033894225
43,0.192,0.20375076586409402
44,0.196,0.3065626700089509
45,0.2,0.39243096916296955
46,0.204,0.4477715051363491
47,0.208,0.46372450890393835
48,0.212,0.4392759579458836
49,0.216,0.38219058834032577
50,0.22,0.3071432713802248
51,0.224,0.2313863693690248
52,0.228,0.1697044081957321
53,0.232,0.13111944956743815
54,0.236,0.11874935661453076
55,0.24,0.1321593686859583
56,0.244,0.17026351713469617
57,0.248,0.23304980755811083
58,0.252,0.3214247536765214
59,0.256,0.43536559777460626
60,0.26,0.5710625366456674
61,0.264,0.7181026002067742
62,0.268,0.8581542846913595
63,0.272,0.9666211467618779
64,0.276,1.017630402279928
65,0.28,0.9907489207151964
66,0.284,0.8766227306395727
67,0.288,0.6795462101219333
68,0.292,0.4168541555791924
69,0.296,0.11618888718594457
70,0.3,-0.18835708845741742
71,0.304,-0.46071362970889645
72,0.308,-0.6676525359891574
73,0.312,-0.7836177499206374
74,0.316,-0.7950937394236691
75,0.32,-0.7038935609009315
76,0.324,-0.5285029085701534
77,0.328,-0.30240894461220186
78,0.332,-0.06860009015942736
79,0.336,0.1293378997766591
80,0.34,0.2570324572395816
81,0.344,0.29633181526230457
82,0.348,0.24721890912135233
83,0.352,0.1253312820130943
84,0.356,-0.04272458330669081
85,0.36,-0.22497209703644258
86,0.364,-0.39030264328439845
87,0.368,-0.5144523723285417
88,0.372,-0.5837665342603742
89,0.376,-0.5955247942667619
90,0.38,-0.5558447396798021
91,0.384,-0.4772906401421681
92,0.388,-0.3769476849332726
93,0.392,-0.27388392885634955
94,0.396,-0.1851485747523934
95,0.4,-0.12127458130061756
96,0.404,-0.08315971382319613
97,0.408,-0.06135710998251783
98,0.412,-0.03786099345307763
99,0.416,0.009343458956995362
100,0.42,0.09862563587274345
101,0.424,0.23547233054564154
102,0.428,0.40605839637599556
103,0.432,0.5783886033291085
104,0.436,0.7118709686776205
105,0.44,0.770871980244169
106,0.444,0.7357472282072592
107,0.448,0.6072955427153294
108,0.452,0.4045733535894402
109,0.456,0.1582774017084768
110,0.46,-0.09785351066822001
111,0.464,-0.33528634093620663
112,0.468,-0.5360569072551932
113,0.472,-0.6933927915468812
114,0.476,-0.808231909554428
115,0.48,-0.8850926889326748
116,0.484,-0.9310169667876584
117,0.488,-0.9580754479533286
118,0.492,-0.9860729734660126
119,0.496,-1.0417823932025874
120,0.5,-1.1546006515418625
121,0.504,-1.3514236975763212
122,0.508,-1.6523333136690632
123,0.512,-2.065936180308301
124,0.516,-2.583377899381252
125,0.52,-3.1728800944050186
126,0.524,-3.778262211339821
127,0.528,-4.32376153536172
128,0.532,-4.7252985476637175
129,0.536,-4.906774740506784
130,0.54,-4.818781213464005
131,0.544,-4.455487918141983
132,0.548,-3.86416948145638
133,0.552,-3.1422633849862507
134,0.556,-2.4192063714004672
135,0.56,-1.8244103897376736
136,0.564,-1.4491051678376417
137,0.568,-1.3158014022109863
138,0.572,-1.3689363942662274
139,0.576,-1.492186219415575
140,0.58,-1.5471526195141643
141,0.584,-1.4203237772714872
142,0.588,-1.0627373625688554
143,0.592,-0.5096024861036254
144,0.596,0.12700966642149034
145,0.6,0.692386341029328
146,0.604,1.0413933245122402
147,0.608,1.0903565208519108
148,0.612,0.8476204440226637
149,0.616,0.4103788225032025
150,0.62,-0.07005601094485818
151,0.624,-0.4403602647932413
152,0.628,-0.5954879695119603
153,0.632,-0.5101710505224563
154,0.636,-0.2418357907375291
155,0.64,0.09547497593876829
156,0.644,0.37650827652869806
157,0.648,0.5118672472963534
158,0.652,0.47825650264731356
159,0.656,0.32137781377498725
160,0.66,0.13268271995205302
161,0.664,0.010704696771162479
162,0.668,0.022036108525671904
163,0.672,0.17565056339274324
164,0.676,0.41898489377789955
165,0.68,0.6574121314672813
166,0.684,0.7909846156840672
167,0.688,0.7550550903454882
168,0.692,0.5489629397422007
169,0.696,0.24147187726391325
170,0.7,-0.049703226301411545
171,0.704,-0.19771484017865817
172,0.708,-0.11220845867121387
173,0.712,0.22502069911201755
174,0.716,0.7474619894512724
175,0.72,1.321075391985276
176,0.724,1.7874151266023464
177,0.728,2.0169623759530113
178,0.732,1.9513572672831891
179,0.736,1.6186567425326603
180,0.74,1.1180149456175146
181,0.744,0.5821027768899413
182,0.748,0.1325877317525022
183,0.752,-0.15572347884288276
184,0.756,-0.2714142693258955
185,0.76,-0.2598764139137011
186,0.764,-0.1973608809749138
187,0.768,-0.15644007621173073
188,0.772,-0.17659091846496752
189,0.776,-0.25054033059583475
190,0.78,-0.3303682623247589
191,0.784,-0.3501059120077714
192,0.788,-0.255713883283788
193,0.792,-0.031009014794933145
194,0.796,0.29028694964711116
195,0.8,0.6320571185612999
196,0.804,0.9020350396496738
197,0.808,1.0279105948946887
198,0.812,0.9888739513082471
199,0.816,0.828596977520702
200,0.82,0.6420886951169511
201,0.824,0.5396333854064216
202,0.828,0.6018798597346201
203,0.832,0.8446370529518852
204,0.836,1.2076903405939203
205,0.84,1.5724768739319839
206,0.844,1.802588450771503
207,0.848,1.7919582941259284
208,0.852,1.5024623973419329
209,0.856,0.9772542454780604
210,0.86,0.3256858363845153
211,0.864,-0.31366896032353836
212,0.868,-0.8173907103708703
213,0.872,-1.112811751807953
214,0.876,-1.1931569314637642
215,0.88,-1.1081171458760315
216,0.884,-0.9348242733184527
217,0.888,-0.7425782719413546
218,0.892,-0.566930677412248
219,0.896,-0.40291305490970636
220,0.9,-0.21825782945570754
221,0.904,0.0199670514476703
222,0.908,0.31674738889489207
223,0.912,0.6310960899796082
224,0.916,0.8776361634774044
225,0.92,0.9498267742118601
226,0.924,0.7581196312047144
227,0.928,0.26871486947961265
228,0.932,-0.47330362153280825
229,0.936,-1.3472188505221747
230,0.94,-2.187216164165556
231,0.944,-2.8304295662859156
232,0.948,-3.165156682040901
233,0.952,-3.1618278708359475
234,0.956,-2.876700199967388
235,0.96,-2.428142712638353
236,0.964,-1.9543089319670055
237,0.968,-1.5675453870885514
238,0.972,-1.3220115273900912
239,0.976,-1.2050661287372577
240,0.98,-1.1533051637108538
241,0.984,-1.085223356508855
242,0.988,-0.9372103519105488
243,0.992,-0.6897944810298771
244,0.996,-0.3758274886989729
245,1.0,-0.06848448716426528
246,1.004,0.1469159945405907
247,1.008,0.2075559973724229
248,1.012,0.10144430437602434
249,1.016,-0.12195871892618482
250,1.02,-0.36477119597444174
251,1.024,-0.5147917951629336
252,1.028,-0.4888737982525932
253,1.032,-0.26872365151436517
254,1.036,0.0857927342144765
255,1.04,0.4531662752978609
256,1.044,0.6927978066707974
257,1.048,0.6982232020765997
258,1.052,0.4394837342055463
259,1.056,-0.023319864832636993
260,1.06,-0.5615618439625691
261,1.064,-1.0265029574721256
262,1.068,-1.3052529755874516
263,1.072,-1.3622279941098219
264,1.076,-1.2501863408340128
265,1.08,-1.0864349171537575
266,1.084,-1.00313050340181
267,1.088,-1.0914887867497878
268,1.092,-1.362417932492566
269,1.096,-1.7388224734389417
270,1.1,-2.081970240824285
271,1.104,-2.2415458713216334
272,1.108,-2.110630489870871
273,1.112,-1.6658378936822826
274,1.116,-0.9787759298531167
275,1.12,-0.19474125446376792
276,1.124,0.5142220816032371
277,1.128,1.0049299509785612
278,1.132,1.20691257353461
279,1.136,1.1392439126750535
280,1.14,0.8957289719811596
281,1.144,0.6057061886101176
282,1.148,0.386580192489917
283,1.152,0.30560463148898426
284,1.156,0.3625091430605018
285,1.16,0.496521068543542
286,1.164,0.6141267146951302
287,1.168,0.6272274180049638
288,1.172,0.48717462640897646
289,1.176,0.20173842060546407
290,1.18,-0.17076784895812672
291,1.184,-0.5463219593768057
292,1.188,-0.8474722528679423
293,1.192,-1.0300628673670194
294,1.196,-1.095569030830754
295,1.2,-1.085814396476492
296,1.204,-1.062244245990674
297,1.208,-1.0776936587862
298,1.212,-1.1524885910706733
299,1.216,-1.2654699066156205
300,1.22,-1.364128048494094
301,1.224,-1.3892620956318196
302,1.228,-1.30275436220396
303,1.232,-1.106303520106101
304,1.236,-0.8439394658630518
305,1.24,-0.5876445608392735
306,1.244,-0.41110811378872686
307,1.248,-0.3612422929794679
308,1.252,-0.4387876870388023
309,1.256,-0.5964095963182555
310,1.26,-0.7559526575532917
311,1.264,-0.8385206922268659
312,1.268,-0.7954983837031514
313,1.272,-0.6286423974960125
314,1.276,-0.39188608564825095
315,1.28,-0.17327938346773822
316,1.284,-0.06195089506505439
317,1.288,-0.11171421623673802
318,1.292,-0.3158871483116937
319,1.296,-0.6040421603254293
320,1.3,-0.8630151701579897
321,1.304,-0.9756331944414397
322,1.308,-0.864229490347736
323,1.312,-0.5239813544396119
324,1.316,-0.033368661370458866
